90,"$100,536 ","01887 / 22,907",,01887,1887,42.55,-71.16,,"$100,536 ",01887,42.55,-71.16
91,"$99,886 ","01747 / 5,934",,01747,1747,42.12,-71.54,,"$99,886 ",01747,42.12,-71.54
92,"$99,302 ","02093 / 11,169",,02093,2093,42.06,-71.33,,"$99,302 ",02093,42.06,-71.33
93,"$99,187 ","02108 / 4,049",,02108,2108,42.36,-71.06,,"$99,187 ",02108,42.36,-71.06
94,"$99,172 ","01760 / 34,043",,01760,1760,42.28,-71.35,,"$99,172 ",01760,42.28,-71.35
95,"$98,979 ","01520 / 14,724",,01520,1520,42.35,-71.85,,"$98,979 ",01520,42.35,-71.85
96,"$98,750 ","02339 / 14,120",,02339,2339,42.11,-70.81,,"$98,750 ",02339,42.11,-70.81
97,"$98,305 ","01862 / 10,904",,01862,1862,42.58,-71.3,,"$98,305 ",01862,42.58,-71.3
98,"$97,647 ","02476 / 16,615",,02476,2476,42.41,-71.16,,"$97,647 ",02476,42.41,-71.16
99,"$97,617 ","01545 / 35,818",,01545,1545,42.3,-71.71,,"$97,617 ",01545,42.3,-71.71
100,"$97,222 ","01434 / 1,656",,01434,1434,42.53,-71.61,,"$97,222 ",01434,42.53,-71.61
101,"$96,773 ","02054 / 8,007",,02054,2054,42.16,-71.35,,"$96,773 ",02054,42.16,-71.35
102,"$96,510 ","01907 / 14,123",,01907,1907,42.47,-70.91,,"$96,510 ",01907,42.47,-70.91
103,"$95,895 ","02445 / 20,723",,02445,2445,42.32,-71.14,,"$95,895 ",02445,42.32,-71.14
104,"$95,587 ","01474 / 1,855",,01474,1474,42.66,-71.74,,"$95,587 ",01474,42.66,-71.74
105,"$95,465 ","01803 / 25,190",,01803,1803,42.5,-71.2,,"$95,465 ",01803,42.5,-71.2
106,"$94,538 ","02035 / 17,129",,02035,2035,42.06,-71.24,,"$94,538 ",02035,42.06,-71.24
107,"$94,531 ","01522 / 3,038",,01522,1522,42.38,-71.87,,"$94,531 ",01522,42.38,-71.87
108,"$94,505 ","02367 / 2,840",,02367,2367,41.95,-70.81,,"$94,505 ",02367,41.95,-70.81
109,"$93,776 ","01566 / 6,945",,01566,1566,42.09,-72.06,,"$93,776 ",01566,42.09,-72.06
110,"$93,771 ","02341 / 10,316",,02341,2341,42.06,-70.85,,"$93,771 ",02341,42.06,-70.85
111,"$93,605 ","02116 / 22,229",,02116,2116,42.35,-71.08,,"$93,605 ",02116,42.35,-71.08
112,"$93,108 ","01879 / 11,867",,01879,1879,42.68,-71.41,,"$93,108 ",01879,42.68,-71.41
113,"$93,082 ","02048 / 23,389",,02048,2048,42.02,-71.21,,"$93,082 ",02048,42.02,-71.21
114,"$92,898 ","01834 / 6,805",,01834,1834,42.75,-71.03,,"$92,898 ",01834,42.75,-71.03
115,"$92,656 ","02770 / 5,163",,02770,2770,41.73,-70.81,,"$92,656 ",02770,41.73,-70.81
116,"$92,054 ","02644 / 4,256",,02644,2644,41.68,-70.5,,"$92,054 ",02644,41.68,-70.5
117,"$91,672 ","02458 / 12,093",,02458,2458,42.35,-71.19,,"$91,672 ",02458,42.35,-71.19
118,"$91,605 ","01821 / 31,157",,01821,1821,42.55,-71.26,,"$91,605 ",01821,42.55,-71.26
119,"$91,471 ",01037 / 721,,01037,1037,42.35,-72.2,,"$91,471 ",01037,42.35,-72.2
120,"$91,287 ","01507 / 13,126",,01507,1507,42.13,-71.96,,"$91,287 ",01507,42.13,-71.96
121,"$91,033 ","01543 / 8,188",,01543,1543,42.36,-71.95,,"$91,033 ",01543,42.36,-71.95
122,"$90,969 ","01951 / 4,145",,01951,1951,42.77,-70.85,,"$90,969 ",01951,42.77,-70.85
123,"$90,878 ","02021 / 22,036",,02021,2021,42.15,-71.13,,"$90,878 ",02021,42.15,-71.13
124,"$90,625 ",01264 / 156,,01264,1264,42.24,-73.19,,"$90,625 ",01264,42.24,-73.19
125,"$90,470 ","02081 / 18,855",,02081,2081,42.13,-71.24,,"$90,470 ",02081,42.13,-71.24
126,"$90,455 ","01564 / 7,870",,01564,1564,42.43,-71.75,,"$90,455 ",01564,42.43,-71.75
127,"$90,399 ","02556 / 3,021",,02556,2556,41.64,-70.63,,"$90,399 ",02556,41.64,-70.63
128,"$89,954 ","02359 / 18,006",,02359,2359,42.06,-70.8,,"$89,954 ",02359,42.06,-70.8
129,"$89,808 ","01523 / 7,847",,01523,1523,42.45,-71.66,,"$89,808 ",01523,42.45,-71.66
130,"$89,466 ","02474 / 27,113",,02474,2474,42.42,-71.16,,"$89,466 ",02474,42.42,-71.16
131,"$89,313 ","01944 / 5,247",,01944,1944,42.56,-70.76,,"$89,313 ",01944,42.56,-70.76
132,"$89,185 ","01929 / 3,580",,01929,1929,42.63,-70.77,,"$89,185 ",01929,42.63,-70.77
133,"$88,794 ","01876 / 29,103",,01876,1876,42.61,-71.23,,"$88,794 ",01876,42.61,-71.23
134,"$88,750 ","02050 / 25,543",,02050,2050,42.09,-70.7,,"$88,750 ",02050,42.09,-70.7
135,"$88,681 ","01503 / 2,917",,01503,1503,42.38,-71.63,,"$88,681 ",01503,42.38,-71.63
136,"$88,631 ","02715 / 3,344",,02715,2715,41.82,-71.16,,"$88,631 ",02715,41.82,-71.16
137,"$88,534 ","02333 / 13,996",,02333,2333,42.03,-70.95,,"$88,534 ",02333,42.03,-70.95
138,"$88,498 ","01701 / 31,780",,01701,1701,42.3,-71.43,,"$88,498 ",01701,42.3,-71.43
139,"$88,481 ","02324 / 26,931",,02324,2324,41.98,-70.97,,"$88,481 ",02324,41.98,-70.97
140,"$88,281 ","01529 / 3,208",,01529,1529,42.03,-71.58,,"$88,281 ",01529,42.03,-71.58
141,"$88,242 ",02561 / 496,,02561,2561,41.77,-70.53,,"$88,242 ",02561,41.77,-70.53
142,"$88,125 ","01569 / 13,703",,01569,1569,42.08,-71.6,,"$88,125 ",01569,42.08,-71.6
143,"$87,880 ","02717 / 4,306",,02717,2717,41.75,-70.97,,"$87,880 ",02717,41.75,-70.97
144,"$87,740 ","02702 / 4,651",,02702,2702,41.78,-71.06,,"$87,740 ",02702,41.78,-71.06
145,"$87,500 ","02184 / 36,543",,02184,2184,42.2,-71,,"$87,500 ",02184,42.2,-71
146,"$87,428 ","02464 / 2,868",,02464,2464,42.31,-71.22,,"$87,428 ",02464,42.31,-71.22
147,"$87,417 ","02019 / 16,564",,02019,2019,42.09,-71.47,,"$87,417 ",02019,42.09,-71.47
148,"$87,387 ","02129 / 17,954",,02129,2129,42.38,-71.06,,"$87,387 ",02129,42.38,-71.06
149,"$87,303 ","02668 / 2,708",,02668,2668,41.7,-70.37,,"$87,303 ",02668,41.7,-70.37
150,"$87,273 ","01473 / 7,361",,01473,1473,42.55,-71.9,,"$87,273 ",01473,42.55,-71.9
151,"$86,908 ","01095 / 14,436",,01095,1095,42.13,-72.43,,"$86,908 ",01095,42.13,-72.43
152,"$86,766 ","02554 / 10,154",,02554,2554,41.27,-70.1,,"$86,766 ",02554,41.27,-70.1
153,"$86,695 ","02375 / 9,687",,02375,2375,42.03,-71.1,,"$86,695 ",02375,42.03,-71.1
154,"$86,601 ","02114 / 12,801",,02114,2114,42.36,-71.07,,"$86,601 ",02114,42.36,-71.07
155,"$86,522 ","02472 / 32,943",,02472,2472,42.37,-71.18,,"$86,522 ",02472,42.37,-71.18
156,"$86,409 ","02176 / 27,509",,02176,2176,42.45,-71.05,,"$86,409 ",02176,42.45,-71.05
157,"$86,339 ","02364 / 12,846",,02364,2364,41.99,-70.71,,"$86,339 ",02364,41.99,-70.71
158,"$86,233 ","02132 / 28,791",,02132,2132,42.28,-71.16,,"$86,233 ",02132,42.28,-71.16
159,"$86,023 ","02718 / 6,529",,02718,2718,41.87,-71.01,,"$86,023 ",02718,41.87,-71.01
160,"$85,994 ","01969 / 5,995",,01969,1969,42.72,-70.89,,"$85,994 ",01969,42.72,-70.89
161,"$85,694 ","01880 / 25,460",,01880,1880,42.5,-71.06,,"$85,694 ",01880,42.5,-71.06
162,"$85,691 ","02769 / 11,742",,02769,2769,41.83,-71.26,,"$85,691 ",02769,41.83,-71.26
163,"$85,662 ","01430 / 6,133",,01430,1430,42.63,-71.9,,"$85,662 ",01430,42.63,-71.9
164,"$85,558 ","02026 / 25,111",,02026,2026,42.24,-71.17,,"$85,558 ",02026,42.24,-71.17
165,"$84,423 ","02779 / 6,492",,02779,2779,41.85,-71.08,,"$84,423 ",02779,41.85,-71.08
166,"$84,390 ","01516 / 8,624",,01516,1516,42.05,-71.73,,"$84,390 ",01516,42.05,-71.73
167,"$84,173 ","01028 / 15,917",,01028,1028,42.06,-72.51,,"$84,173 ",01028,42.06,-72.51
168,"$83,917 ","01431 / 3,147",,01431,1431,42.68,-71.81,,"$83,917 ",01431,42.68,-71.81
169,"$83,750 ","01254 / 1,043",,01254,1254,42.37,-73.36,,"$83,750 ",01254,42.37,-73.36
170,"$83,583 ",02564 / 249,,02564,2564,41.27,-70,,"$83,583 ",02564,41.27,-70
171,"$83,500 ","02462 / 1,306",,02462,2462,42.33,-71.26,,"$83,500 ",02462,42.33,-71.26
172,"$83,438 ","01452 / 4,452",,01452,1452,42.48,-72.01,,"$83,438 ",01452,42.48,-72.01
173,"$83,149 ","01950 / 17,662",,01950,1950,42.81,-70.88,,"$83,149 ",01950,42.81,-70.88
174,"$82,950 ","01534 / 6,303",,01534,1534,42.15,-71.65,,"$82,950 ",01534,42.15,-71.65
175,"$82,418 ","02347 / 10,933",,02347,2347,41.85,-70.95,,"$82,418 ",02347,41.85,-70.95
176,"$82,365 ","01010 / 3,667",,01010,1010,42.11,-72.2,,"$82,365 ",01010,42.11,-72.2
177,"$82,238 ","02563 / 9,972",,02563,2563,41.75,-70.49,,"$82,238 ",02563,41.75,-70.49
178,"$82,222 ",01093 / 282,,01093,1093,42.44,-72.65,,"$82,222 ",01093,42.44,-72.65
179,"$81,967 ","01077 / 9,599",,01077,1077,42.05,-72.76,,"$81,967 ",01077,42.05,-72.76
180,"$81,892 ","02537 / 6,301",,02537,2537,41.73,-70.43,,"$81,892 ",02537,41.73,-70.43
